name,last_name,coord_x,coord_y,group,voice_pitch,facial_ratio,retina_r,retina_g,retina_b,humidity_index,parent_worth,social_index,consumer_score,citizen_quality_score,prob_failure,z_index,student_id,genre_id
berta,strong,89,-169,5,0.24448641866931276,0.6719848649491812,0.4132950099228864,0.33013969607990756,0.38382309796058056,0.5102467961236137,578494,43.12955734997559,55.85982190898091,41.329500992288644,52.32162966423649,62.224320933465634,07792a40-184e-484d-bdef-3ca9a684020c,24
bobby,rocha,61,-130,18,0.1855490027148825,0.7771330399774855,0.3508466576017482,0.4344800963072163,0.27927437604566013,0.48762242444127557,706932,42.85779105879746,58.54788163133959,35.08466576017482,46.14797924995598,59.277450135744125,9b7e80e7-95c8-4e50-9d57-b2cc341849c1,6
josephus,frank,84,-101,6,0.1931937030737274,0.625588402836485,0.39897682956161357,0.5685848814092097,0.39890355849750536,0.49985559531432405,552255,50.299259457392495,55.92842130142187,39.897682956161354,53.14692746386448,59.65968515368637,aa0473cb-2324-461b-9484-67c937b6f0cc,18
glenn,spence,21,-64,22,0.21970655592492383,0.4603344916880865,0.3999077006645384,0.5263569814680523,0.4768286863586272,0.46192435386147973,498561,49.549322918146,55.21757864244557,39.99077006645384,63.9987582219278,60.98532779624619,268c004e-0ca9-43a1-89f9-fc61ad50a8f0,8
clemon,jensen,113,-7,15,0.008439473951234344,0.6761170786080305,0.31213546719077956,0.42750616108300143,0.31471309038620215,0.5055926418019312,549295,59.2292638683915,49.83676463703388,31.213546719077957,43.53475805821877,50.42197369756172,8afb1839-b8b8-45ba-9d60-6baa9b5af094,6
henderson,lynch,0,-220,15,0.2688217956433687,0.6006251737594963,0.48581434921184435,0.5254775305255481,0.48772457279517784,0.5303907949735678,400897,60.70696612608744,57.88794978783319,48.58143492118444,49.612850130211456,63.44108978216843,9304518b-0ddb-4993-89ab-c6d92b0af1f4,13
cena,benitez,111,-21,19,0.1948415089054727,0.6663138864677003,0.32975017651983923,0.3428197736692947,0.3114234128971956,0.4395586915870339,676659,43.773768282395025,58.597395110997084,32.975017651983926,68.23071419209876,59.742075445273635,e9ac863c-3d27-4314-bc63-7a73bc3e2fe5,21
kathrine,casey,67,-68,34,-0.03240413208025872,0.5009246981181086,0.3879624550276692,0.5017688524887778,0.48574139145692974,0.624521868802464,396781,52.71884230874105,36.81281451243977,38.796245502766915,66.09665465780903,48.379793395987065,bca4654e-d1c4-476e-8255-6a99067d15e4,1
lenore,clay,20,-100,1,0.19484416294063012,0.4777037808153411,0.39318502475506806,0.5612602989061677,0.45004042430273855,0.4321723645136342,516666,52.53122200214471,57.55648575623381,39.318502475506804,40.36631127433411,59.742208147031505,db720b98-b2b9-4c11-986e-3eb7806adfe5,4
sue,koch,138,-15,6,0.2582195895797681,0.562814871635641,0.4499035929059379,0.5528114570529908,0.4664989567508447,0.45834573752695235,393285,68.51232591568247,61.78420797728601,44.99035929059379,45.72879311258832,62.9109794789884,55fd3a2b-d42b-445b-a3b0-ad2c9d7fe5fb,13
celia,murphy,156,-152,2,0.2499974005574186,0.6160437238016057,0.4328368195409559,0.4257396361467636,0.4236748248809657,0.48185923935719194,517307,53.82107460370628,59.68719758592371,43.283681954095584,59.10388273956882,62.49987002787093,8cef3948-1b76-428f-8899-746fa9d096f1,20
everett,nguyen,9,-10,7,0.14529041959794298,0.5945801686724995,0.4494885053181926,0.4928782851006842,0.4719354047410816,0.5659838408148566,404330,60.82592061851344,51.30853888998877,44.94885053181926,32.020214586454436,57.26452097989715,fe75c6b6-169d-481b-b15d-fb9bbb017d11,3
nelson,novak,143,-209,15,0.12322613859514897,0.5102261110301747,0.4477619351847757,0.39488260578472617,0.5174013935494561,0.5964670574050323,379811,51.60281956979497,44.01485645504704,44.77619351847757,54.39993987516222,56.16130692975745,62247370-aa6c-4b42-a3f6-3157df7ce8fd,3
olivia,macdonald,25,-85,14,0.4497583170339561,0.45115932152108595,0.5841230986440841,0.6848926335012565,0.6332946416920594,0.5170351796797376,324954,57.00400051559379,62.99209530967923,58.41230986440841,56.06409952144117,72.4879158516978,1d8e862a-0a78-4d38-aa7f-98014f2de8e0,22
omer,wagner,7,-204,13,0.19283897204578904,0.5571032788643843,0.48262184832987465,0.33341451011580125,0.5219422792039581,0.5906659537596943,350541,57.69691005505096,49.15667263975349,48.262184832987465,38.28499585435736,59.64194860228945,10ce7574-98f8-418e-a96b-4d0919fedd27,17
owen,rivas,130,-174,14,0.26421906100574644,0.5679628838401164,0.46682176711893936,0.5531861411404521,0.47674491408553216,0.5227443452407076,527597,44.44781447902312,56.513895406483215,46.68217671189394,56.55342936974753,63.21095305028732,feb411e3-dd5c-448f-a604-3fd8a9c1643b,24
eric,norman,130,-212,10,0.36751789580247185,0.5472346720746892,0.4486288790345111,0.6205097198679972,0.4435306591248297,0.3994593960098019,580328,47.34406340289014,67.60550097005516,44.86288790345111,65.94983342278479,68.3758947901236,951e04b9-6845-46ca-8ae7-60aa14143d4e,1
vennie,norman,128,-172,2,0.32509110113743,0.4250600243348774,0.48138211053622154,0.3843434506823246,0.5523648946664416,0.4816916434866996,452794,44.44366012902953,56.80570299590154,48.13821105362216,56.631246483047384,66.2545550568715,5dc3d5dd-d1f3-40af-af37-33ba5ba11323,19
julius,liu,133,-135,4,0.1498309117435741,0.5151534631729279,0.4309196395288447,0.5371593123487535,0.5042567841880488,0.5823786305228191,406028,50.68544376909242,45.539688781291495,43.09196395288447,60.675932773628226,57.491545587178706,9c55bb10-cef0-43cc-8182-c538d1f9f111,19
aurelia,durham,155,-220,12,0.19612436325781535,0.5630915692384374,0.4260717968479975,0.653860023230963,0.4542515901133351,0.5087356770412463,476432,54.40009297327465,54.8665163088415,42.60717968479975,52.762090736739694,59.806218162890765,e70f23f3-8651-4e6c-a324-9e8a6f540b28,19
effa,dyer,122,-8,13,0.42809334391270126,0.5035023312534821,0.4683670908967769,0.6428730215517904,0.4928618381293105,0.4362150792527953,613290,37.05021669373954,66.11866867488665,46.83670908967769,44.24504962843669,71.40466719563506,4aadc68d-6ee0-4459-ae90-f63f4569e98d,22
lige,levy,111,-211,9,0.266930149672304,0.59572382176469,0.4856101940602317,0.4272111281883495,0.48331456854338545,0.5057713210436307,395661,64.70339562165655,60.29081664029693,48.56101940602317,29.11113931273213,63.3465074836152,a5a39592-9b99-4b17-a9a2-67c2cb93d70b,15
teresa,donaldson,14,-76,0,0.3313592218287713,0.5827405455109497,0.4913083222306686,0.4654006015142663,0.48571779288801126,0.5071613941348568,514262,46.983468329767874,60.72935313486288,49.13083222306686,49.97794306664162,66.56796109143856,7290b0c4-1278-40b7-bda2-4bd4ac763a6a,7
alvin,mendez,34,-42,11,0.04744589956747025,0.6033100189712174,0.34348091738346725,0.61950491034888,0.3777832396369377,0.5515991301949857,566736,42.47663311523182,44.163970836280086,34.348091738346724,46.04419396767255,52.37229497837351,653999b7-a9c9-4723-a4e9-950de3f2a411,14
ricardo,hinton,65,-80,7,0.13354445143495308,0.6344379296143599,0.4725890727424976,0.6704715514687409,0.48675726190931184,0.6290152127761588,354442,61.21889289357444,47.14358801358763,47.258907274249765,60.43801108680178,56.677222571747656,726deee8-754f-4f2c-9ae8-89f7228de02c,1
evan,yates,31,-57,22,-0.15136932681798854,0.6430192356428278,0.23633874175790917,0.5099602035302944,0.28840551657317093,0.5340776522153424,492691,62.11555269652146,38.67918054554052,23.63387417579092,39.7098385030443,42.43153365910057,2cd735e4-2def-4066-9490-f9d5e70c7d9e,21
perry,weaver,14,-215,8,0.24472260359918385,0.7511557604690811,0.45360496462731315,0.6241499350735996,0.3732248676808759,0.46190672304750696,443844,77.09391563397904,67.76789628127311,45.36049646273131,44.38960364841102,62.23613017995919,1ff8eba0-7d09-4db1-8945-fbd5c697e5fd,20
mayme,rose,155,-202,13,0.161067764859963,0.6379833033177554,0.2796001310244989,0.5547323734291969,0.28271703964764533,0.4284513757491921,760602,32.837375211413814,55.15226686151031,27.96001310244989,43.69950811127018,58.05338824299815,954b439d-ba17-4f27-a35d-142f993ec65a,3
simon,velazquez,128,-174,18,0.1872184144012996,0.6847603733269965,0.4360974577397235,0.6823788403397578,0.4180447258940072,0.5637863221709973,495920,56.6441706584219,54.89856791333763,43.60974577397235,42.57035125975817,59.36092072006498,5c1d10f4-cd72-47cc-aee1-c8de46b5b8e1,6
lambert,gutierrez,157,-194,6,0.27737450759538596,0.5381005501643013,0.4615986483750631,0.5148716036035554,0.4875055828830595,0.5120708791183692,507884,44.310869734894915,56.00329462040794,46.15986483750631,60.66122912657812,63.868725379769295,719ae1c6-dd38-4fae-8a00-7aa64237aaf7,7
francis,hampton,177,-144,12,0.21246412493978029,0.5976641321279516,0.4488468643496866,0.4706118000239181,0.4514490081816481,0.5110052959482433,454297,57.19879788737464,56.4048030711101,44.884686434968664,34.6732675410194,60.623206246989014,cee22c66-b56e-47ca-9c60-8ff436757ccb,17
candido,koch,20,-15,20,0.3898114156274184,0.4986650097227076,0.5480077122206849,0.6384215047035133,0.581295575896787,0.5351512261823411,426204,48.493466962296175,60.230458915977835,54.80077122206849,59.67700364235496,69.49057078137092,c705fed0-b026-4c26-97d4-6e09ad5fd3c8,7
eleanore,reese,30,-165,34,0.425769424849759,0.6302013215239627,0.5385630722872297,0.38609087798730024,0.48387786371963154,0.4626099597280061,478791,55.50524298231313,69.44403816330194,53.85630722872297,46.37234528242833,71.28847124248794,cebee069-7ff9-43c2-8459-7091050481a6,5
regis,sweeney,43,-36,10,0.24635004974563057,0.563924884759782,0.43464829293916196,0.4885207519163349,0.45637627720625007,0.5409138173215942,630130,30.93595996167542,53.079141384333475,43.464829293916196,46.10325674299165,62.31750248728153,f6cf48bc-9b30-4af6-b58b-618424da6974,19
larkin,spears,67,-98,18,0.11693319393385693,0.6480322629768728,0.3931097609362121,0.6479350193931797,0.39377903860308994,0.5726325287066373,575240,40.31641924015304,47.2364337793535,39.31097609362121,55.74856831857551,55.846659696692846,31704ffe-9617-45e7-a45b-f846ba270195,14
lemuel,baldwin,64,-167,5,0.33308093146801565,0.5652946623495829,0.457636240206388,0.5733368694812178,0.4659336377786466,0.44976470310799044,489103,57.565463480501556,64.86302351169314,45.7636240206388,58.42086800150514,66.65404657340078,1f7586b0-c269-40eb-85f6-ede10d0d083a,16
aggie,alfaro,88,-23,7,0.08671356764140659,0.7020200865855493,0.2856019553171481,0.4018182083111606,0.25902821105816015,0.443688559322829,706204,45.79331766392194,55.508645573744154,28.56019553171481,56.48767078515981,54.33567838207033,cf74e136-9f09-4007-9bbb-42223e8297b1,11
woodrow,wheeler,158,-142,3,0.16929957334414492,0.6023000849452392,0.45441717002923354,0.5638228592009886,0.4597857029844726,0.5313623226607407,407675,62.86067028316926,54.67157180550062,45.441717002923355,36.82088946177814,58.46497866720725,5275cf34-a3f5-413f-a032-513a037b6458,10
jerry,chan,150,-177,34,0.15504963265933847,0.7422253815639666,0.3889370304754095,0.46625463661356764,0.3528139967618339,0.5484517280038153,565072,55.97182345178708,55.579396918013266,38.89370304754095,55.03558915554891,57.752481632966926,76fe7f61-38eb-47ca-941d-2d23996b883c,19
olevia,rice,143,-148,35,0.39590744575144865,0.6334210768137456,0.536313200043696,0.6756288179528305,0.4972125667589242,0.46301085376967865,368248,74.55879113021109,71.19952871497173,53.6313200043696,34.70709859646399,69.79537228757243,803958e7-1fc7-405a-ba48-feb8e0b2db4f,6
henderson,benitez,24,-52,12,0.3011276212844869,0.5797366156407944,0.4934917555411849,0.5362065479287342,0.4931521341514017,0.5088153646004797,474323,54.86368334841467,61.30803103196969,49.34917555411849,61.58955632612925,65.05638106422434,e5847665-f212-4165-8103-e8b000277554,12
mabelle,schroeder,146,-214,35,0.31710887177874447,0.42347495459471507,0.44724270601961424,0.5599700920897653,0.5012583186361804,0.41768717342673933,568442,37.833776833618145,60.50471717839465,44.72427060196142,53.56161081011995,65.85544358893722,359a0847-462b-4ff2-b575-d1fb14908ee3,17
dona,cline,116,-246,31,0.10167561851424423,0.7862074214635469,0.37950701226411854,0.422553849939621,0.3315509152292691,0.5876084271812639,531534,55.443305245209864,49.963664928993765,37.95070122641185,45.609945855147885,55.08378092571221,44826b7b-62a5-4936-9058-059ce417171f,7
illa,benitez,51,-232,28,0.2246752838506465,0.5586611073144649,0.40555397509835295,0.6048001957915243,0.41898522549025446,0.4536575047877023,551317,47.2637324288406,57.59069004465756,40.555397509835295,44.7701933691488,61.23376419253233,5993b624-ef23-470a-9ba7-455811e1834f,2
boyd,mendoza,49,-241,14,0.33709472748077873,0.48627201600332126,0.5549748845477437,0.5862056389093592,0.6029078888751019,0.5648492380793657,318248,55.908279311411654,55.48606510494258,55.49748845477437,36.87601210543987,66.85473637403894,f18eaea3-fc50-4e91-a855-2c0615f959ed,17
julian,west,28,-205,10,0.03881859564764145,0.5897728869362819,0.36202269424649447,0.60173884864518,0.40619840874778435,0.549192914343437,457273,56.886106295029414,45.61600196940705,36.202269424649444,60.26537438210329,51.94092978238207,88cba09b-18f0-4d04-a2b5-77b4556b4b7f,2
christina,austin,13,-235,6,0.21378384900146252,0.4435788866465554,0.5156877491722635,0.7698142093192123,0.6158606913387229,0.656207124863679,384619,40.677223374150714,43.079075817034386,51.56877491722634,47.964072467179456,60.68919245007313,50c9ee62-3c84-4765-bb8c-b8fb06649310,2
lacy,clayton,19,-104,14,0.242930632371555,0.5024485171000099,0.386261454849622,0.4975349717398236,0.4225738381703188,0.39933133490505757,575454,49.17928653872007,61.50709003524909,38.6261454849622,46.51732812002649,62.14653161857775,b72be2ef-2004-4742-827b-acd7328acba7,5
adam,hogan,17,-173,16,0.31290228811786647,0.5432087680625394,0.36968402885696444,0.4960590484432502,0.3790180325653394,0.3525895588020544,678450,44.99446644400321,68.14493625654433,36.96840288569644,41.59313326186432,65.64511440589332,035da8b0-d3bf-46d2-afb3-15ad3c3f7684,17
carlyle,vasquez,44,-220,5,0.29135251019037156,0.5069942166963184,0.4567965125998131,0.4297680450038505,0.5129938761254637,0.5415755693618644,548998,38.07284091608757,54.47421317281812,45.679651259981306,47.16155417546076,64.56762550951858,4d0cc141-07cb-454b-af94-228560b2f147,19
nelson,ayers,149,-169,6,0.17098987556887546,0.6926185911723423,0.4349552789877624,0.7569682430790535,0.40824062965995184,0.5529861413767442,499310,58.875764522461004,55.93893666214712,43.49552789877624,44.10265428504908,58.549493778443775,2bdcb604-fb14-4ad4-99f3-856f34f4d89b,12
pearline,esquivel,80,-227,14,0.3097846772341619,0.5350292089738568,0.42926797139978967,0.6470676592461756,0.43971806791260765,0.4025719835802371,538934,53.06070831135267,65.23244939288261,42.926797139978966,52.58482862223407,65.4892338617081,9449bcdb-9f17-4e5f-a188-c7b506cfd39f,13
alvie,michael,89,-233,15,0.2718041612357749,0.6068598765721582,0.45844294228357046,0.6298772026275241,0.44902623340231496,0.5185026522286351,551862,43.10180916126629,57.14470905853995,45.84429422835704,64.06211371148325,63.59020806178874,5940e1ca-65f4-4e5c-8b16-f6c05efb2457,3
ashby,york,48,-179,2,-0.005587018555941792,0.6116815914266333,0.36129490705736256,0.6232501387771813,0.39741879434213445,0.5343463166216819,369935,73.45912461228602,47.65461645554314,36.12949070573626,55.48856182378058,49.72064907220291,74f16ebc-b1ed-4b44-9a2d-0d1cff036838,14
dove,contreras,139,-201,14,0.3550635060848,0.5142103095293832,0.5285675082849853,0.7216006063273621,0.5664680232051889,0.5504109300114728,426853,49.40488664988999,58.113152462730035,52.856750828498534,50.74772422246595,67.75317530424,80a41304-3aef-44d3-be70-23e40d1db006,12
cecil,gillespie,25,-112,21,0.2126245145595016,0.647100475174408,0.4530063537714167,0.5980322860336102,0.4313854271644411,0.5170097672020114,474638,59.180420767466615,58.29768147454541,45.30063537714167,46.030164059428316,60.63122572797508,1f83bb9d-160f-4b03-a0ec-27278f3bad73,20
susan,mayo,95,-232,6,0.21189927412046794,0.4816310892524095,0.44304144070977347,0.4376870504879722,0.49594624986673613,0.48215828856294785,427517,54.02351060542021,54.47664025195343,44.304144070977344,58.90437463372056,60.5949637060234,4559bec5-c87b-4e01-bc32-1c945032d07a,2
dolores,peck,8,-64,16,0.2637293599144648,0.784407010372686,0.44563566780079245,0.5108757741341546,0.35306619494782754,0.49766492817200153,520101,61.324563723031275,63.472921835889785,44.56356678007924,55.532292067380396,63.18646799572324,0bb7e9d6-46e3-48e7-ae3b-29973ef7a7f1,1
kathern,bass,175,-113,15,0.4688821347596255,0.4958100797633486,0.5044966031240028,0.44672002273865813,0.5329271498261869,0.4380249818904809,488236,49.549945734941055,68.04812073007666,50.44966031240028,38.748664010740725,73.44410673798127,fddc915f-e5c5-4710-909b-c1877e917f80,17
rebecca,burgess,165,-99,30,0.4582258212152388,0.38747159817280896,0.55149185624798,0.39978607914775177,0.6323797074858788,0.5381225718811492,545496,24.758916336227834,58.04568198796463,55.149185624798,65.22741556107641,72.91129106076194,a5fbf287-ba03-45b9-b444-1c90e2c04c8b,24
jerrold,mendoza,51,-191,2,0.2812055141076202,0.6353023622617268,0.4791267084526458,0.4099837009975853,0.47635899457735686,0.5600960051525675,429874,56.19032425179351,56.27955861639248,47.912670845264586,59.21406688094134,64.060275705381,eafb22b4-bd5e-4e1b-be1b-daf48afe150d,11
emelia,kramer,132,-99,14,0.493395085529553,0.4363200962203665,0.6056689302434588,0.5232938663739422,0.6480106133008774,0.5283913200279435,411977,42.19080858116961,62.80809133616968,60.56689302434588,39.1263841443615,74.66975427647765,af8553af-2dce-4c7e-bbac-e0775a3571c6,23
lilla,nash,152,-110,34,0.4250739945626931,0.4412102267529151,0.48969888442436915,0.6174198380654142,0.5186870305563532,0.3905365837071996,581116,40.27649314707758,68.57690805579662,48.96988844243692,50.90124544928752,71.25369972813466,0bec8588-6f09-4b8e-ac35-a83b73255eec,20
arno,benitez,14,-5,8,0.10474386698824123,0.5904074667133702,0.40633087555944625,0.5153925003893516,0.4287903663133177,0.5250178350151963,427938,60.53109070304671,50.71688356641712,40.63308755594463,60.815780659233674,55.23719334941206,4d63c026-580f-4e09-9cb5-42a286c4fd03,1
consuelo,moyer,17,-136,21,0.2556076839337429,0.6158499096967045,0.38775283885677353,0.5534014220692925,0.3642189812720414,0.39571923008990384,617525,52.12973811858734,65.53937454575794,38.775283885677354,61.13238841623099,62.780384196687145,a5407d7a-cdc9-47d5-ae37-5b27e501588d,14
robert,carroll,116,-25,23,0.33645825400809404,0.5623929686059962,0.44504355145570196,0.6085544226964964,0.44205789384557076,0.4319068114154692,581664,45.97239438115576,64.69440106601691,44.504355145570194,59.144790512240355,66.8229127004047,4797f55a-e1a1-4ec4-a205-3a001f9d76a8,22
kate,trejo,128,-15,18,0.5745482069060024,0.5105689532267448,0.6210115906943036,0.4838400512720537,0.5923349581858905,0.41563004063410647,429796,57.57777761992395,78.1042517585328,62.10115906943036,58.245032630402825,78.72741034530011,f009fd28-6c35-49c2-91f7-1cf5dd4b5011,9
emory,kline,156,-158,6,0.13617613375662785,0.7462867252919152,0.34809649200767906,0.6732566557215169,0.2905515439143092,0.4947992389969093,695133,42.809919534590506,56.0254630581556,34.80964920076791,32.533464443726565,56.80880668783139,8a89b4c3-f8c9-4156-aab3-eaa14fa408c0,20
agnes,dennis,136,-44,35,0.2286518099571797,0.681013922770333,0.44870967822384433,0.4033218647466133,0.40397394769267697,0.5147204463646727,528667,51.870051969522116,58.17904366132265,44.870967822384436,37.457967229137736,61.43259049785898,9bfcea13-cf25-4082-958c-402d34d38e71,17
louella,gates,8,-172,0,0.18110722794748657,0.6862052128711444,0.48776311316705284,0.5468737184079281,0.46494796129267524,0.6078568906927192,362377,63.519487395671725,51.51266546154911,48.77631131670528,55.91113970429635,59.05536139737433,5b053a33-1911-4497-8b01-35b3a266a69d,23
carlos,underwood,42,-6,19,0.1097030028168311,0.649578168545076,0.3860714964923838,0.3904019014835155,0.3860151041709871,0.5082623733095851,458905,65.37038031486138,54.32236416215221,38.60714964923838,53.80081436538009,55.485150140841554,f488e015-486b-4a4c-ba47-e4c1f7c8edd7,22
mathilde,webster,65,-120,18,0.27759332363321687,0.529755899009101,0.44869627241118293,0.5829870129808369,0.47669472684205555,0.47419785904557976,516876,50.51711354526385,60.1367834333309,44.869627241118295,29.299427124279926,63.879666181660845,196610c4-4ee7-474d-8bb8-96f5b444144f,0
glen,shannon,51,-142,18,0.3868827983689773,0.5613832646096912,0.49321522666609224,0.4805408841178463,0.4778822173032373,0.4633094403628534,594546,37.95380666137188,64.34904193443678,49.321522666609226,57.66360944054087,69.34413991844886,c230feba-f3b2-4160-9a60-b527fc4c825d,22
isabel,webster,146,-142,22,0.39963513840156506,0.49673498504377794,0.479253377118823,0.5232672120403304,0.501656694712299,0.42639477407113835,531759,46.52003747534325,66.1154753226691,47.9253377118823,36.80170365951857,69.98175692007825,708a8e82-ce39-4e03-badd-973453c0a6a8,3
offie,moore,21,-86,10,0.062279081715282514,0.5565099739700969,0.41148681788142805,0.7931849399092465,0.4580479524451199,0.5776939362498953,437482,51.935423203578154,44.31379976114636,41.1486817881428,48.656010164158495,53.11395408576413,622baecf-5b6e-4a5f-9571-2f38f710afcb,13
edmund,reeves,82,-144,33,0.057168961509544536,0.6546499509342649,0.35198313253094793,0.5251977538068502,0.3729951604693277,0.5453263018855469,454109,62.55094731514396,48.184496010376705,35.198313253094796,52.348316017776796,52.85844807547723,f5ddcd8f-7639-4f21-8497-85e88320b41b,14
teresa,patterson,112,-9,5,0.23099776103365155,0.5671309365842273,0.4527562201555896,0.7409923211142561,0.4802315293989837,0.5689377252408501,540874,38.40963435638643,51.06109999043659,45.27562201555896,31.602052567162996,61.54988805168258,de20ba90-eda9-4640-9dff-0619b8a22a9a,17
norman,alfaro,3,-163,17,0.35414014509341096,0.6467336212403909,0.5005961211346732,0.498203322275192,0.45283044409696466,0.46562488262061363,489840,59.686608849317565,67.82673808599789,50.059612113467324,45.91773851025289,67.70700725467054,d4720dd7-44c2-4ef1-bd0d-e47b613fb225,0
calvin,knox,100,-114,11,0.19290300741648658,0.5881122175134972,0.4924646262768315,0.488802389479872,0.5201454066113672,0.5715206121144483,256345,76.12725510601338,53.68218407030544,49.24646262768315,47.67386055387831,59.64515037082433,f91c6d4f-c3ff-4dd8-811e-9efa6f2e4237,7
thekla,lynch,55,-76,17,0.06887086530855702,0.6848086268985037,0.3983145771064725,0.3776482570903472,0.3852858191923737,0.5526564497527215,397468,66.4752956220963,49.17996223004993,39.83145771064725,53.192040708636725,53.44354326542785,5a95d625-2f6f-4cb4-81c2-b1f67c267bdd,15
ebba,love,32,-73,16,0.2726519567409045,0.6118667122965838,0.5037480322366087,0.4099911424102681,0.5238770344467895,0.6375536410412976,426327,46.37014025962319,49.62899828081903,50.37480322366087,54.40393663732511,63.632597837045225,6896794b-f027-4a98-aa05-79655d138ecf,13
green,hodge,4,-35,7,0.2725693517508103,0.5543744069560596,0.45987166480806635,0.6467660703661453,0.4968656528910316,0.5509678606325314,465130,46.669507122010025,53.09705890339338,45.987166480806636,50.29803025140628,63.62846758754051,2a1f4251-c79d-4935-9a9b-9fc65f107f32,18
amanda,dean,128,-27,26,0.024003283311235357,0.7596245016035048,0.37599352227143645,0.4446111831736189,0.35137176966385736,0.5941260016927851,413527,70.82641905068228,47.93896257692949,37.59935222714365,44.44245891235049,51.200164165561766,e0551483-843e-4c68-a2ec-8f90b46f69c4,19
leila,allen,38,-22,0,0.3984724283288852,0.5037971413990667,0.5086459884252551,0.5806059382813631,0.5198629279508775,0.4352149456372173,464222,52.124881155226674,66.0809683712119,50.86459884252551,52.83709138582845,69.92362141644426,182f430e-1f8b-4e7b-a8e5-04fea63385c1,4
henderson,lu,139,-108,4,0.1007437420417252,0.60123774033693,0.3586518885468412,0.6192660052301705,0.3919707382965265,0.5240229414814759,510130,52.2375721197863,48.97957829298166,35.86518885468412,59.23160230883929,55.03718710208626,7009616b-4d6a-452c-b318-2c3ed41f3396,6
