,name,last_name,coord_x,coord_y,group,docile,voice_pitch,facial_ratio,retina_r,retina_g,retina_b,humidity_index,parent_worth,social_index,consumer_score,citizen_quality_score,prob_failure,z_index,school_id,student_id,genre_id,grad_year,parent_donations_k,final_grade
49111,willard,guevara,125,-3,16,1,0.16070862123770424,0.6451682576293701,0.4760776193308785,0.2413411665164843,0.4650122992781194,0.6344923869426975,517816,38.05269324747324,46.05619321963939,47.60776193308786,69.19160718971892,58.03543106188521,d5157c2992a5bde028a8bf1dc96384ad,eec5c493-9e1f-478c-bffd-e06ff90e1c43,6,1980,49.910943815956,83.31596856737572
49124,gorge,sharp,137,-100,32,0,-0.27082592038032416,0.3886709189881806,0.7266601995203321,0.5472444971003682,0.5488546721726096,0.38527169907705106,456766,50.274155180329686,56.5573230359615,72.66601995203321,45.22186246707707,36.45870398098379,d5157c2992a5bde028a8bf1dc96384ad,75d6123e-47f0-4db9-8ef1-6ae79be91537,2,1991,51.85395626581288,84.65463992113565
64634,germaine,robles,63,-165,1,1,0.23188247271362816,0.4441534582782772,0.4660264287071724,0.4962997912256722,0.5447453378530321,0.5266333172273872,427106,48.09239371979589,51.813619040747845,46.60264287071724,40.454900071671794,61.59412363568141,d5157c2992a5bde028a8bf1dc96384ad,db33517f-3106-4cc8-a465-2860f7b9803f,24,1994,49.0303259906341,82.46319441971603
78525,orpha,bowers,109,-109,24,1,0.5258279208674308,0.5931679971034151,0.5587676670994541,0.5668878215397571,0.5161018354080642,0.4504098687502243,540467,47.1738238856889,73.43719110572056,55.8767667099454,72.51044944415726,76.29139604337153,d5157c2992a5bde028a8bf1dc96384ad,7cf4a916-f6ca-42cd-8ffe-ee3092d4944c,1,1984,50.46740261536114,83.12993754930059
94185,irvin,douglas,5,-173,10,1,0.2930781608111768,0.632745433231477,0.4061838450698728,0.5068655456465218,0.39939648214499457,0.47995061041442605,590739,45.083685512651726,59.73649350419201,40.61838450698728,54.64720139290011,64.65390804055882,d5157c2992a5bde028a8bf1dc96384ad,96bad091-5e72-40aa-a79a-dd2e09cd3ccc,16,1988,49.970942961095886,84.20333711091028
100135,myron,jacobs,4,-146,16,1,0.3053059355205649,0.7937200165362638,0.5290691830205914,0.4651915342972358,0.4288459401685792,0.5520777223908847,387201,72.82421233090744,64.7639396033912,52.90691830205915,50.57529424751228,65.26529677602825,d5157c2992a5bde028a8bf1dc96384ad,4e187f7e-e74d-4730-b7e6-b9a7859193a7,14,1989,49.540791357899344,82.46911922106355
101852,starling,mora,76,-20,19,1,0.2555478656289154,0.6990519573041315,0.4728250453160751,0.29789381750775945,0.4424527789430483,0.5648934306947673,424015,61.89986363581874,57.22748740683362,47.2825045316075,40.13118895662261,62.77739328144577,d5157c2992a5bde028a8bf1dc96384ad,1478c0c6-6270-4389-bbc7-6a801ff92b54,4,2006,51.27459032817112,84.31123620092005
119478,helene,nguyen,81,-101,22,1,0.013862711746768895,0.6914019521518504,0.3032209502192672,0.4493159714820612,0.28851918207406296,0.5048801783425308,642267,45.957620869756994,48.49563784300743,30.322095021926717,50.290839474137094,50.69313558733846,d5157c2992a5bde028a8bf1dc96384ad,1e932082-cd9c-49b5-9319-18063ec4b44d,3,2008,48.02560352929054,81.50992872914784
121082,joel,larson,81,-219,8,1,0.18201548959198832,0.5960706914775974,0.34382764853145964,0.6665248533471964,0.3344635389832581,0.3838188493088326,674562,47.960950871113795,62.832680992065036,34.382764853145964,62.51140511097965,59.100774479599416,d5157c2992a5bde028a8bf1dc96384ad,2bff2aec-e81e-4c34-aad8-b3ce9f83c275,5,1999,50.717721326329404,83.00305314249947
133218,sally,alfaro,156,-72,14,0,-0.2652229022168248,0.479374056766635,0.739173669655312,0.4919717515578298,0.5202273361783721,0.4211163455080632,519277,47.95224166597075,58.114505748416526,73.9173669655312,54.34320418921254,36.73885488915876,d5157c2992a5bde028a8bf1dc96384ad,6a1a3203-a0b9-4e9d-bbd7-6772127a970f,14,1990,48.853950128912786,82.63777016656542
144531,scott,bender,46,-55,3,1,0.30827004284834425,0.5434848655542277,0.554464344432302,0.5699461320577278,0.5718396929423403,0.546621098134523,314712,67.68199618362686,60.35762837247946,55.4464344432302,44.928064730523865,65.41350214241722,d5157c2992a5bde028a8bf1dc96384ad,d95fbcb4-b876-4892-8214-183f7329e124,5,1995,50.049215949711076,83.35135994072436
153766,alfredo,knox,23,-78,3,1,0.15810867821042662,0.5906632189636705,0.5142749051914378,0.5495629189082964,0.5507153761984661,0.6937130082567196,347960,49.8050124568787,41.93004678353316,51.42749051914378,58.46764347540961,57.905433910521324,d5157c2992a5bde028a8bf1dc96384ad,dcf77a66-5343-4f45-87ba-68b00da2a504,7,1987,51.75973680079507,85.33344957755675
156476,buelah,archer,123,-225,12,1,0.1132637719047902,0.6217649282246416,0.3447001474525652,0.5102971551397162,0.33559601034547554,0.4503702065522313,638586,44.87298163799963,54.92425428066453,34.47001474525651,55.33554079752043,55.663188595239504,d5157c2992a5bde028a8bf1dc96384ad,7ac4d24f-8871-412a-9b32-659d40788037,24,2001,51.65516840919025,84.460951954712
156932,maye,krueger,85,-183,24,1,0.2739246297814681,0.7111930664234358,0.4627624852941528,0.6709985937623429,0.4127382163491279,0.5296632528927072,499460,56.528332513029994,60.19151994875892,46.276248529415284,53.231912972328274,63.69623148907341,d5157c2992a5bde028a8bf1dc96384ad,5d65743f-641c-46a6-91e9-ac64fcd935ef,9,1983,51.259753462123264,83.56068462710262
157463,jeff,roberts,158,-126,14,1,0.3978652056542161,0.5112466015495194,0.5717072125206133,0.6146089823957039,0.5934808792407386,0.5162479161356831,333327,63.63310775507802,64.23643212846918,57.17072125206133,55.416941141394425,69.89326028271081,d5157c2992a5bde028a8bf1dc96384ad,68fbfb13-eccf-4a7d-b561-912b26dfa568,22,1980,49.62374835272277,82.99076805310969
167647,george,alfaro,112,-1,2,1,0.3634906519782126,0.5531741064846439,0.5304076903447105,0.7103175609241489,0.5250083731803551,0.4939343877068935,468632,52.64019591564797,64.22323041054227,53.04076903447105,64.76533747314865,68.17453259891063,d5157c2992a5bde028a8bf1dc96384ad,23fd343b-3a17-400b-ac26-7cb14840b223,15,2004,50.64872008691046,82.36502416041608
175541,walter,fields,89,-25,8,1,0.3588702672102677,0.5184190683787282,0.457912972514874,0.5291592289270343,0.4543382913308455,0.397753255137734,620592,40.35641175423136,66.83197804633923,45.791297251487386,43.12295677582163,67.94351336051338,d5157c2992a5bde028a8bf1dc96384ad,9984d2df-9ece-4120-8dff-551bff3ffc6d,24,2003,50.6006737793133,83.30404503652306
184962,joeseph,jensen,81,-115,35,1,0.5664375075057688,0.5109804544168743,0.5676001651889029,0.6272798049058386,0.5508733063495378,0.4208902731593336,547380,40.415933324639475,73.59879690353408,56.76001651889028,49.82491484769314,78.32187537528844,d5157c2992a5bde028a8bf1dc96384ad,accba3c2-4a1c-4ed8-9307-8424c93b97bb,7,1998,48.95398147601153,83.2170535947587
196682,hedwig,sosa,135,-31,25,1,0.1128444016978276,0.6073721005842617,0.3839231265992693,0.5854886022881041,0.4037495220429605,0.5441409747198989,573036,44.40708001856744,49.54156319937788,38.39231265992692,80.67568159879809,55.642220084891385,d5157c2992a5bde028a8bf1dc96384ad,eb1dde0d-5d37-4fdd-87ac-d82340b2fec5,0,1990,50.64532134331276,83.74993839068888
201760,author,leblanc,8,-86,22,1,0.3251843996907986,0.4983358422347791,0.5171710665473672,0.5203872239655716,0.5610110429884438,0.5629960306115408,483425,39.76315892759635,54.828793894324576,51.71710665473673,45.30528916732447,66.25921998453993,d5157c2992a5bde028a8bf1dc96384ad,ea0a0e8e-db1e-4a2b-94fc-30064ac01bce,20,1984,50.01625026427859,82.93834167514768
211504,tim,jackson,139,-142,19,1,0.03359143572188672,0.5638955912671133,0.3628082272008362,0.4831674312384461,0.4235896017891576,0.5918534398796754,478809,42.98932077576272,38.74740215584879,36.28082272008362,34.22053399585964,51.67957178609434,d5157c2992a5bde028a8bf1dc96384ad,80fd49ca-30f6-489b-8fa9-d20bef475614,12,1982,49.29527483467317,82.5239169474254
218577,rena,sharp,138,-183,10,0,-0.20020638155819293,0.22900086552454846,0.5860487571293868,0.4292703368396511,0.6873264194782213,0.5658924084186475,389160,61.665262280588856,47.10223533562625,58.60487571293868,46.74640600230093,39.98968092209035,d5157c2992a5bde028a8bf1dc96384ad,7fca339a-d427-4bfd-84af-580ad67be62b,22,1984,48.5234909016786,81.13266234268103
219475,prudence,dejesus,74,-245,32,1,0.20256147410876132,0.6304219714937546,0.4447332257541745,0.5547378403986654,0.4478301581557294,0.5273094498706359,422065,66.2790983388068,57.67115084406419,44.47332257541745,47.461073008499135,60.12807370543807,d5157c2992a5bde028a8bf1dc96384ad,82df4ffb-4e9b-49fb-aba3-9c3a46a9002e,1,1990,49.18046473869288,82.54132206158162
220320,arch,dodson,1,-152,30,1,0.0990350954971404,0.4654695387548942,0.3902834070366325,0.5973212925840469,0.477855347303331,0.5234771448775816,473284,49.031870633188845,47.17321042496407,39.02834070366325,61.980611702207774,54.95175477485702,d5157c2992a5bde028a8bf1dc96384ad,278e11bb-8377-4b03-a65f-243bf4bbb84f,12,2002,47.87662107286152,81.66507015205629
221425,dan,mclean,104,-22,26,1,0.354558694094645,0.5178260252299648,0.5169453331216187,0.5913442101021908,0.5381933939662492,0.4664691033388146,377293,65.77290815718743,65.52043706410404,51.694533312161866,49.914474934709126,67.72793470473225,d5157c2992a5bde028a8bf1dc96384ad,c95df620-e0fb-4670-86fe-d23bd3fd9a5b,13,2001,49.18429385920378,83.07897260831899
221705,lida,weaver,161,-130,3,1,0.4115129875391099,0.4600606321535213,0.5753923806107775,0.4272030677664636,0.6095840138153129,0.5040488964766493,333771,55.135624410379855,61.51250374646781,57.53923806107775,46.24689033892943,70.5756493769555,d5157c2992a5bde028a8bf1dc96384ad,d5f59926-c808-4710-be33-c1909d7a1e15,24,1998,49.615299732458254,81.8924704418561
222860,mathilda,hayden,19,-235,19,1,0.6257748576471835,0.4887068931876608,0.6627888601162614,0.5502983365602803,0.6552664620209988,0.4703822360212189,339564,57.63825639764083,74.83511409865045,66.27888601162614,51.78604516370026,81.28874288235917,d5157c2992a5bde028a8bf1dc96384ad,6872018e-a937-41a9-be50-f93da18208ff,13,1995,51.474395733241394,84.36645057866178
224716,minta,alfaro,19,-227,12,1,0.18141753265234506,0.5589852047199324,0.4862264249861081,0.4958772479923551,0.5330477161300469,0.6066172009867571,318959,62.18476833984196,48.73601720198311,48.62264249861082,60.69803233371229,59.07087663261726,d5157c2992a5bde028a8bf1dc96384ad,7e756bff-15fd-462a-bcb4-199fcadd5ebb,0,1986,51.00694847880525,83.27035269366942
224851,susan,ingram,5,-149,17,1,0.27872441068004083,0.4810365508969942,0.5022214571617208,0.4341994816525602,0.5462580684558177,0.5242193497358351,406356,48.42980393587376,54.04353064271214,50.22214571617209,48.91285482440946,63.93622053400204,d5157c2992a5bde028a8bf1dc96384ad,f6eb46ce-ed94-4677-9fbf-afb58e991387,10,1990,50.730119970429,84.47657112918122
224987,refugio,lane,117,-225,17,1,0.3385059206013792,0.5344062051975395,0.5712949287723986,0.4899152784677754,0.5840925781679046,0.5691917777310794,360275,53.894816106221,57.38483740851302,57.129492877239855,36.49652446304352,66.92529603006896,d5157c2992a5bde028a8bf1dc96384ad,574d9333-9df5-4f85-b263-7c311a10d79f,24,1980,50.39162592689024,83.72169310599037
226353,victor,bravo,106,-145,23,1,0.3464092396961025,0.3910330791787415,0.3667481005373962,0.5659520801868257,0.4510205871037432,0.33024350729068164,651276,39.419576310645255,66.07947599476395,36.67481005373962,54.73563177016766,67.32046198480512,d5157c2992a5bde028a8bf1dc96384ad,9b179577-49cb-4b97-aaf5-95f1fc2d18cd,22,1994,48.45052648024468,82.37175654775557
228919,delia,fitzpatrick,176,-149,15,1,0.3365778262310077,0.4916936975783393,0.4999610781660796,0.4784458900255857,0.5419745750295122,0.5121248475158551,461128,46.247446369918,58.061970716503716,49.99610781660796,50.39717446413954,66.8288913115504,d5157c2992a5bde028a8bf1dc96384ad,8ccbfce6-d747-498c-b464-9584056cfd7a,23,2003,50.75230081247034,83.76480346312846
235627,ardath,rose,14,-14,33,1,0.2753324581510499,0.6107785632743655,0.5088263296699825,0.6771569758609545,0.4900197199322684,0.5182460276521321,418944,62.01570712583929,61.158129619784745,50.88263296699825,49.03554292289737,63.7666229075525,d5157c2992a5bde028a8bf1dc96384ad,a158eb23-6d3e-4033-ae4a-bde703813146,13,2007,49.17354558197438,82.486158713442
242053,sophie,bryant,102,-4,35,1,0.4144365087170714,0.5305702951730477,0.4584209492931395,0.5190006296435477,0.4479727229007904,0.38184540214664586,638761,39.03660239019808,69.50619975319738,45.84209492931396,47.08204404179438,70.72182543585356,d5157c2992a5bde028a8bf1dc96384ad,1bc13441-257f-4e81-92b2-7a4b8a72c11d,20,1987,50.87256675450614,82.58994923464574
244138,cynthia,vega,61,-25,3,1,0.08304705967794024,0.5300736862556057,0.35009590187593503,0.4240476023144282,0.4136029422354558,0.5195089142954066,566290,42.932722470464576,47.03880834414153,35.009590187593496,57.27338956892396,54.15235298389701,d5157c2992a5bde028a8bf1dc96384ad,c786f550-95ff-43d8-a3a2-73e8a1b48e09,21,1995,50.0358681285995,83.04565865761782
246282,karl,haynes,42,-13,32,1,0.07545017660485165,0.6652182219167803,0.3594210167094777,0.4759100592594571,0.34871705971162065,0.5493706920096698,600940,38.13952025133371,45.62354699001918,35.94210167094777,58.80672337547416,53.77250883024258,d5157c2992a5bde028a8bf1dc96384ad,1e178895-e7de-4a12-a3d1-b494823d20eb,6,2007,48.668897963178566,82.91894373702172
247331,guy,solomon,75,-231,8,1,0.2700217030969507,0.7237813744311,0.3924028673626501,0.4719042189883952,0.325612973831286,0.4131489084332525,575328,61.13340200000877,67.27104430441022,39.240286736265006,47.47034564688909,63.50108515484754,d5157c2992a5bde028a8bf1dc96384ad,d261a22b-0cca-4197-9aca-e6a49e89d6f1,20,1998,49.430659216084116,83.03475053741045
249083,ned,pace,139,-212,19,1,0.1451803832594929,0.5388145146996391,0.432262983907524,0.4108996728955567,0.4752209838127,0.5373699425936312,403563,55.58885540167881,49.2259320710136,43.226298390752405,55.82396550373321,57.259019162974646,d5157c2992a5bde028a8bf1dc96384ad,146b820c-a379-4c69-8a19-35277d2994e9,19,1993,51.46461253747287,84.67714861145762
249925,garrett,parra,5,-237,33,1,0.34711829288143803,0.5318011968974349,0.5237815749754033,0.5789748203825607,0.5600289743696828,0.5293198561854529,356894,64.54405818800103,61.58797678881847,52.37815749754034,47.105968404511486,67.35591464407189,d5157c2992a5bde028a8bf1dc96384ad,7e385d09-d7a0-47fd-b12f-67648c56d0b7,17,2008,50.21505213627428,82.56239424580717
256299,cecilia,roberts,47,-233,10,1,0.3085417246276869,0.6218971339211933,0.4783834520699061,0.5445873878075297,0.4588444978968114,0.4814048245447376,471971,61.53504717021365,64.7182454447963,47.83834520699062,60.59772519626932,65.42708623138435,d5157c2992a5bde028a8bf1dc96384ad,8a9249c5-8539-41e8-b6d6-fb422baf5928,11,1998,49.25184695970785,81.96793793622058
264004,jolene,cummings,20,-138,0,1,0.1563186734131059,0.602237126435439,0.4670805778021822,0.4904472718095446,0.4949736274986249,0.6025788644586069,370736,61.76178352454121,49.725429223891794,46.70805778021821,40.090708213219685,57.8159336706553,d5157c2992a5bde028a8bf1dc96384ad,ca673861-8080-4aa3-be04-c58493845435,23,2004,50.92549328821265,83.69939949195178
264456,perry,sharp,131,-47,20,1,0.3252978938231625,0.44179692868809495,0.4690386910902703,0.5057677937385865,0.5408131245056851,0.480557764478174,461571,47.337689504378226,58.0367427196078,46.903869109027035,53.263914736147754,66.26489469115813,d5157c2992a5bde028a8bf1dc96384ad,f48f70c3-49cc-4cfe-ad12-aa46d2df7fb6,16,1999,49.22756912342369,82.14624306969479
273116,boss,mcclain,17,-206,22,1,0.2463620424690365,0.6050971957637946,0.4296938707711747,0.3357848110153589,0.4326900602332497,0.5198691441273048,581430,41.66479039849862,55.88595521752959,42.969387077117474,47.64746478394024,62.31810212345182,d5157c2992a5bde028a8bf1dc96384ad,8806ef9c-ae85-436e-849e-a1508b74c24e,14,1997,51.028324676199425,84.74389625716096
277731,mina,cain,140,-218,22,1,0.2694053018772802,0.4879547237883144,0.4508821470742064,0.3754653417246658,0.5012886702554069,0.5017094615105212,534017,40.72743730971135,55.4629923029069,45.08821470742065,49.634034285148324,63.470265093864015,d5157c2992a5bde028a8bf1dc96384ad,ed9efe50-c07c-4ed4-adba-1ff4c0c0ff18,14,1983,50.402627493964474,83.50968646746034
282518,alexander,moon,3,-131,21,0,-0.3592252600822725,0.4106911672814076,0.5931581926382429,0.4894621750104814,0.5252918617017929,0.5449714973592782,423018,41.54456066600592,35.81710476783436,59.31581926382429,51.67761964665379,32.03873699588637,d5157c2992a5bde028a8bf1dc96384ad,431d865c-7bce-49fd-b86a-9342c071bcac,12,1999,50.31334165098721,83.64494353984965
285830,isabelle,bishop,78,-8,10,1,0.21868332869818816,0.5147824719998689,0.4287420864581255,0.6706920091039138,0.473308141945685,0.4653803620245479,455182,60.66366875419297,59.0885913898256,42.874208645812544,43.975251833658646,60.93416643490941,d5157c2992a5bde028a8bf1dc96384ad,55f4298b-fdf4-4825-85d5-ad4ce0113229,1,2008,49.62018770857922,82.32240353324158
295806,nathan,huang,24,-154,21,1,0.2514079234563173,0.6296110701059129,0.4261444329706488,0.5667409840059907,0.4146115143765408,0.5095114306192602,586978,42.81993061177194,57.055613443985614,42.61444329706488,55.555073293960646,62.57039617281587,d5157c2992a5bde028a8bf1dc96384ad,660fc05e-96f5-4f6f-8c30-53962a49b2e0,19,1990,50.69200890916462,82.97050606414756
300222,vick,yates,68,-12,16,1,0.3397474261189328,0.6608433748873879,0.3782055129330962,0.5631053921577952,0.33756029902538986,0.4170920362646785,760525,32.320896964511675,65.39381919429562,37.82055129330962,50.923400571375495,66.98737130594664,d5157c2992a5bde028a8bf1dc96384ad,b03bf757-9b79-4396-98bc-837819bd9b69,7,1985,48.93204126210724,81.78680004043375
306931,fredrick,tran,135,-51,35,1,0.3546958584247444,0.5229689402740592,0.4685247220031667,0.3708146435096087,0.4890942643758672,0.4486265577478229,482183,50.95372752269893,62.75805420776771,46.85247220031667,43.62699928210739,67.73479292123722,d5157c2992a5bde028a8bf1dc96384ad,37b268ab-197e-4707-bdc9-9ae4b3b51c6b,20,1981,51.77653777222914,84.26613708918869
310518,belle,wilkerson,132,-64,35,1,0.2938648373386585,0.5996517127937047,0.43994595597643976,0.5144599003859984,0.4306338551655521,0.4670711499534568,560304,48.25930921614252,61.690953446166276,43.99459559764398,56.10603315677572,64.69324186693292,d5157c2992a5bde028a8bf1dc96384ad,d0e14223-5e91-4890-87de-70987ad48832,21,1994,50.94959267221717,84.25828144125586
311265,adam,wu,21,-61,13,0,-0.4125908451444201,0.18471126309255967,0.6762326452496356,0.5935554134755823,0.6838426964770334,0.5456467994417297,523726,38.46654786458197,42.22505292398055,67.62326452496356,49.50803583870015,29.37045774277899,d5157c2992a5bde028a8bf1dc96384ad,b2622761-522c-437e-af31-50326da02faa,6,2001,52.18827238749877,83.67147780872905
320346,porfirio,montoya,99,-170,17,1,0.3819349620518309,0.5047650528534238,0.5415760473948386,0.5388142720656041,0.5784906021076212,0.553720497050155,395567,46.30993735794397,56.36951811185642,54.157604739483865,50.89083342815972,69.09674810259155,d5157c2992a5bde028a8bf1dc96384ad,0e1def50-c7b7-4f53-9011-5b6ffdcc99ba,6,1989,49.57952706473702,82.46554977564678
321322,steve,allison,133,-60,32,1,0.2193889114687817,0.5448174348773799,0.5050040431936396,0.4850238027552326,0.5517889508635372,0.6378857667747225,380130,45.841062788003214,45.43475562024437,50.50040431936396,58.88234448676588,60.969445573439096,d5157c2992a5bde028a8bf1dc96384ad,b7f02fd2-40e8-40e6-b20c-5fed23186fd7,3,1985,50.315742832979915,83.50104631275295
340029,ethelyn,archer,55,-7,8,1,0.14363003447179445,0.6512854323890831,0.3780607803036824,0.2265440143219748,0.36549502429464825,0.5048121035700365,583176,46.759880526234525,53.248939097460884,37.80607803036824,44.24536409357747,57.181501723589726,d5157c2992a5bde028a8bf1dc96384ad,ab41b170-5ccd-40cf-a017-64830ea48360,11,2002,50.4001094536119,83.8862244671217
346398,etta,chang,158,-139,22,1,0.013157958639592238,0.5781560238218172,0.3314959827142484,0.7555261702082489,0.3889403615467324,0.5564891558492736,530369,47.67898714790913,42.83343494220628,33.14959827142484,60.184023569943506,50.65789793197961,d5157c2992a5bde028a8bf1dc96384ad,adc209e8-a630-431f-9b1b-9bfed40a93e2,16,2001,48.9776438616224,81.91971759306418
349273,sherman,schwartz,8,-236,12,1,0.16500794117178375,0.5269229603803727,0.4298503427170591,0.4068716055150477,0.4610626743502091,0.49752128387945793,472080,50.65897569513922,52.62659063253218,42.985034271705906,47.79037538187809,58.25039705858919,d5157c2992a5bde028a8bf1dc96384ad,959550b1-d562-4671-92d7-df7b85d14415,13,1996,49.26506907461426,82.85078286273595
353009,malinda,alfaro,26,-104,12,1,0.5436049843101036,0.4742481765877091,0.6252989420800446,0.7049313946312848,0.6401327836454503,0.5064230066202505,404511,47.928935182383874,68.25681737673682,62.529894208004464,48.64363963221199,77.18024921550519,d5157c2992a5bde028a8bf1dc96384ad,627bfb7d-e1bf-4ad7-89b2-e1f38bdebf08,3,1991,50.54986327011855,83.00326884384232
370536,lulu,peck,53,-19,12,1,-0.01240949612188902,0.7023576822233794,0.2949558059362601,0.5196164986209724,0.2882329424250455,0.5285935493430399,603414,49.05456520305878,45.74697467858611,29.495580593626013,58.06177346443635,49.37952519390554,d5157c2992a5bde028a8bf1dc96384ad,f85b3774-34d4-4bea-9c43-86d5f20131a3,16,2000,49.85952057547019,82.50425722283734
374050,dewitt,lopez,134,-50,20,1,0.1975678246510737,0.6316777245960762,0.4119931379219414,0.3880316824631772,0.4187522143068231,0.5140759386844646,488298,59.61207060803404,56.96718103607561,41.19931379219414,36.244463670417296,59.87839123255368,d5157c2992a5bde028a8bf1dc96384ad,35d590e5-a6a9-4c36-9fd5-d25879504ff9,0,2009,50.37337119175782,82.72689678663262
389182,wiley,duke,165,-54,12,1,0.4452075196178635,0.487287361104139,0.5193865652625145,0.4940528648883105,0.5353764560512293,0.4386474962352095,525877,44.17591006095619,67.55918880252311,51.93865652625145,59.65071687382949,72.26037598089317,d5157c2992a5bde028a8bf1dc96384ad,cbb27ca7-de1c-4900-9c73-7fdfa6b02b2f,9,1982,51.0322689669084,83.9920574080701
397425,irving,kirby,23,-209,21,0,-0.04002609665440937,0.3683439091778518,0.7205808384169771,0.5681087201711899,0.6262845186383478,0.4547039271200662,550405,45.531847024779424,63.54560200763408,72.05808384169771,49.75218551690772,47.99869516727953,d5157c2992a5bde028a8bf1dc96384ad,e39fa64d-8f5e-45b4-ac21-bc5af3eefb5b,22,1980,50.54068421762074,84.68873666538984
