,student_id,snitched_by,obs_time,place,obs_id,data,name,last_name,name_snitched,last_name_snitched
16,163b1b9b-ae6f-41eb-b72f-165d5f1ecda8,35d17d09-1eab-40fd-9a2c-78e10897ed95,2020-10-24 11:30:19,classroom,beae97d6-afb9-4a1b-99f3-3378e61fb5cc,b'wCERsd9OGy7eFMz6sg/FXgnzi3f7AjfpZ+06h1n19/c68lxw8fYq9A==',hugo,shepherd,bess,gardner
17,49690b1d-8143-4d30-a54b-c30c8a7b9043,35d17d09-1eab-40fd-9a2c-78e10897ed95,2020-08-24 16:04:18,classroom,edca58e8-e171-4113-af02-070152a2c115,b'gMFb9ecJvYLv95cmUu8vcUuG3+3iA5tXzq1wELx8qDmjeaFD5GbHTA==',helena,adams,bess,gardner
18,8241f1df-9cda-4a71-b6f6-8180bc74ceea,ebe3bd24-48f5-445e-81dd-0ab8b358c1f0,2020-01-02 14:18:22,classroom,fed52e4d-9fbd-487f-a4e6-d557b3dc3273,b'2PxxhAduyOfCtSUH9ADnREUIU1DgReKb',nina,mendoza,smith,reese
19,8241f1df-9cda-4a71-b6f6-8180bc74ceea,83eed233-80c6-48f1-82a0-0535a29d0a3c,2020-03-23 13:41:05,cafeteria,b213c1d0-f158-48b6-9cb4-79e0ab61b351,b'pXvFLbGpbsp3NIuBPaNzinOVxW4bW7g5',nina,mendoza,benjiman,hahn
20,8241f1df-9cda-4a71-b6f6-8180bc74ceea,0bb7e9d6-46e3-48e7-ae3b-29973ef7a7f1,2020-09-10 16:50:55,classroom,37470aa0-5ffb-4aaf-80b7-4147dc3bdebb,b'3e8OguOMnnODbKwxe+tJtw==',nina,mendoza,dolores,peck
21,a21275ef-ebf6-41f0-8b97-3cb5472878db,cf6a2e4e-1f66-4caf-9fd2-dd35a394ecef,2020-01-27 09:13:41,classroom,e7d76123-c9c6-450b-ab1d-22c3a2b29a45,b'fTebSnTfjM4sqKr9oI35W+6SuToBb8+fHZFtufVz0HA=',clem,bowman,augustus,browning
22,a21275ef-ebf6-41f0-8b97-3cb5472878db,4661cad9-0541-4b0b-a7dc-0101910dbe68,2020-04-21 13:06:49,cafeteria,a2456903-52d9-44c4-a758-8d7c93f0460f,b'zk82kcIQuNYge91d1KTSQJF+8rNOdp3KasqMzoFs68Z5n95XXPcvww==',clem,bowman,gordon,ramos
23,4d6d4845-8c3d-406c-9161-a55e427c3e54,4661cad9-0541-4b0b-a7dc-0101910dbe68,2020-01-10 10:14:31,hallway,46b96a46-4d29-4ba8-b05a-1bbbfef49e1b,b'cRWmVDCXFEg/J2HZysfZTFklikjZxjfkc5XFbhtbuDk=',bush,patterson,gordon,ramos
24,a21275ef-ebf6-41f0-8b97-3cb5472878db,3c0d71e4-d049-4708-b674-bb57240bd9ff,2020-08-24 11:55:31,classroom,f7eac876-91f8-4eaf-98f6-23edfd539fc4,b'GXmuNGYaA3cnewFkjZyneTTzlFNMenIYW3meJGhdeos9vV+m5m1DaRME3/gQ60L0',clem,bowman,jose,vasquez
25,9ac7ef05-1791-46d3-a5a5-7c7287253383,3c0d71e4-d049-4708-b674-bb57240bd9ff,2020-06-27 15:28:32,cafeteria,b8622843-c55d-4d85-9149-7de071ec0f2b,b'JuQD+2nLGbHpz1GT7ivfvBJBgHkuTgVxPC0SYUkCTj0=',ellis,fischer,jose,vasquez
26,99195bde-3214-4121-9d26-95a1e929bcd8,3c0d71e4-d049-4708-b674-bb57240bd9ff,2020-02-17 10:04:10,cafeteria,2b766d60-1ce7-4ea7-a0d0-761f8c63e73d,b'jtM9BbmE2RRXIIu+U76aSSVxbZo9cpbMtzBQArnYs+ejeaFD5GbHTA==',guillermo,contreras,jose,vasquez
27,a21275ef-ebf6-41f0-8b97-3cb5472878db,bca048a5-bee4-4270-8304-be335cc884d9,2020-10-12 13:39:51,classroom,829056e3-bd99-4c55-bc55-182d79415ae3,b'tBz6dlwLvq/ufUnlzTfyOA==',clem,bowman,melissa,daniel
28,10219f0d-03ce-49f5-9491-fe3c28a6adac,bca048a5-bee4-4270-8304-be335cc884d9,2020-03-03 14:41:50,hallway,367c10ec-13e3-4de6-9879-12e858171349,b'chXgNURFd7SqdLCTNb7AavvdwTsR7TVb5lGPmByxAeTRcPZILG5X9VbORwcH/DPH',tessie,williamson,melissa,daniel
29,cfca0f1f-fd52-4106-8c1b-99309811c432,05d40923-f19c-4500-a6a6-d80f604649d9,2020-02-27 15:01:57,classroom,b853609d-9494-43f2-ad70-d16a025b748c,b'0NRn6oiIjatGEvz2on8JHGF7l4cKe1MtoI+eeoJEL+Ner/9W34c+YA==',almer,chase,byron,moses
30,ba1d43a0-80a7-4437-9db5-c99f2bba731e,05d40923-f19c-4500-a6a6-d80f604649d9,2020-10-14 10:06:58,bathroom,2ba73aa6-4c55-407c-8369-b04545232d0a,b'CUNLnDbZECgmgfYCZImfWnOVxW4bW7g5',louisa,wall,byron,moses
31,0995513f-8f79-48f6-bdd9-35601976c416,05d40923-f19c-4500-a6a6-d80f604649d9,2020-08-28 14:00:43,cafeteria,bf6c6c44-a1b2-4ed9-9b32-593d19bfad9d,b'O+DKD8HmySs=',sophia,schneider,byron,moses
32,752ca6a2-040e-4906-991a-f788a1957a7d,e0bccbf8-95c4-4e66-bc8a-4bdf311a63cc,2020-01-01 16:30:10,corridor,0609a0ae-65e5-4ec2-9d96-14ae7d35204b,b'd3BeZ1tc5QjXnb+XquiMWQ==',elmina,peralta,delbert,combs
33,752ca6a2-040e-4906-991a-f788a1957a7d,95cf8b87-e302-41c4-8068-c9387d476071,2020-11-10 13:47:22,cafeteria,286d0046-7536-42ba-bbe2-b38fc1fb8550,b'jjAGBgm47V8ObdD7FvmEMXavaOhTXOQly1ZCSyfRibRD2NOHwBLpxDq3l006DyOL',elmina,peralta,bert,schroeder
34,e9e2e630-af47-4c9e-8b9b-bf31be1777c3,95cf8b87-e302-41c4-8068-c9387d476071,2020-05-18 09:02:28,computer_room,f1bae3f5-aaa0-483b-8035-235cbb6a4b58,b'lR4S13LVWDRs99lNdjFRZQ==',lucinda,sharp,bert,schroeder
35,7b92a93e-6cdf-4a49-9a7b-f22ca5b4423f,95cf8b87-e302-41c4-8068-c9387d476071,2020-09-09 14:06:45,bathroom,ac7531b0-b077-4ab2-bbc6-73c5cc7c7957,b'M+btPsDeW240lKcZNGrbvbr0QC3qD0DRO0em4rV/q8O7mR5/2PHbm3Sx+Ryynay2',zelma,parra,bert,schroeder
36,752ca6a2-040e-4906-991a-f788a1957a7d,734c3379-a7af-4cdb-ba03-5d1e6d876528,2020-11-11 10:06:02,bathroom,a4e2e686-b710-4c54-9090-350fee94b0bc,b'ccB0TSdgOhcCD/DlU80kKBszm6wgODd/h33Aw1ioYHV+cNli3bPSBg==',elmina,peralta,flo,weaver
37,85197931-6f77-4373-9581-f3650c08da46,734c3379-a7af-4cdb-ba03-5d1e6d876528,2020-07-20 10:35:09,classroom,72bac752-f420-4a5a-a89d-5dcb3ef8dfb5,b'OQtvQJRa5DXVmT//9RPE5g==',harriett,bowers,flo,weaver
38,e7a1efdf-e362-4580-a30c-193ff84a8ab0,2a1e2965-7577-43ec-9e03-2542562b9796,2020-02-12 14:37:06,classroom,8021a13f-d19a-46d2-9cf1-d2294e2c97e2,b'wKIQ6o61IrnOD5rbKHUyBFEtNev/KZIU',linnie,burnett,michel,silva
39,4aadc68d-6ee0-4459-ae90-f63f4569e98d,2a1e2965-7577-43ec-9e03-2542562b9796,2020-03-24 09:29:45,hallway,10dddcdb-78f6-44e6-9b49-162465944c16,b'jx6X5JtF9OELhpmMp/TUNzdTomXheTYpc5XFbhtbuDk=',effa,dyer,michel,silva
40,189820cf-bde4-47c3-b4ba-4d8dfdb48b3e,2a1e2965-7577-43ec-9e03-2542562b9796,2020-05-04 14:27:53,cafeteria,9aa203a0-de5a-4d80-86b4-0bdf36ae0f06,b'heP7GxPgkDFzlcVuG1u4OQ==',spencer,griffith,michel,silva
41,ae6df852-53a3-4cb5-8785-fc6f513c477c,2a1e2965-7577-43ec-9e03-2542562b9796,2020-03-12 10:22:56,classroom,82542827-7e21-4d11-b1e2-5938ffc93a59,b'bcHSnQS9W/QbqKmILW5Zp5YSQWr9xC0fDqRJsXgBQh0=',don,owens,michel,silva
42,c9141b39-37c9-4452-9add-7ba2fff401e2,98fa098a-12ed-4362-a32b-0102d9a01df9,2020-08-03 10:36:40,hallway,feb3bbab-1698-4db7-aec9-d79c3024765e,b'8VoYezMU2ut05doa+VtgXy3Q4bpbeAfcG51uO+wOE2JJe0O8MP3PI5hrGxpUKAn0',otelia,snyder,hezekiah,everett
43,ea0153b3-b4a4-42d9-876e-4a85318b10b0,98fa098a-12ed-4362-a32b-0102d9a01df9,2020-02-29 16:46:33,cafeteria,b9c7e1ef-e5d8-4fc7-92c3-d14cfc29c0d1,b'IoxCkMCRxfGI1SlIpxugU/QKRSHcF8H0',cosmo,strong,hezekiah,everett
44,f29f113e-be63-478f-8701-83973130df7c,98fa098a-12ed-4362-a32b-0102d9a01df9,2020-10-13 11:18:37,cafeteria,a2c14210-1f93-4e2c-89f5-c48d12e2e23e,b'Pp4LB0vDx1yuVqPGv8OfjhZMQtGYPfbySEl08ztdaI4W9hnmT3jiNw==',elma,craig,hezekiah,everett
45,ef39a709-f1f7-4ea7-8ad2-b23b8e538840,052bed8e-b7af-4079-b9c6-aae3f1ce5182,2020-06-15 15:21:30,classroom,37934ad6-320f-40c9-9433-0a8578fbf8d8,b'FaIbTMo/B6wT4gy0uj72Vg==',roxie,foley,irving,norton
46,f2d9ad47-33ff-40ae-a72e-2ac2e5c735cc,052bed8e-b7af-4079-b9c6-aae3f1ce5182,2020-06-22 16:58:42,classroom,e7dfa55d-cb3f-4b07-8af1-fba7150fb9c6,b'SPEW0bkQL1FfM26nlNxeoNIPI6oJwbaiLbtJf5a/Ohd1gEA0s2TD9A==',irine,stevens,irving,norton
47,ef39a709-f1f7-4ea7-8ad2-b23b8e538840,d2dad619-7b3a-4c2e-86c8-0cbc709ed96f,2020-08-03 15:21:38,corridor,7ea7275f-f1a1-46e6-b40f-6b5e3c387279,b'7oxqCdAoQgwdkW259XPQcA==',roxie,foley,olivia,montes
48,bbf2a336-2f27-46e6-87a8-5e0262917ff3,d2dad619-7b3a-4c2e-86c8-0cbc709ed96f,2020-09-21 09:21:40,corridor,97381f5f-9618-4bd5-a112-08c532e81ef2,b'0NRn6oiIjas8d3Gw/lMwaQ==',norah,peck,olivia,montes
49,1d1e1cc9-c94b-48a7-a278-9b04eaa0aa00,ed0b1eba-6b54-46cc-b01e-da6aebb649f4,2020-09-25 16:02:43,bathroom,b3f66860-4104-49f8-9b1c-461100d23df4,b'Fk8e9gH1XBE=',amelia,enriquez,isabell,li
50,fcd39cb7-3a8b-4d6e-a3a9-b7bbad7c0487,3e3df738-7caa-49d8-80b3-bf21fbbd3a5e,2020-08-25 10:16:58,classroom,5540c91f-0a8e-4bfc-bfb4-cc3259ebc119,b'Gv3oQKiNbe3g7+YqYXchthEQZs0w8KXu',millie,peck,julius,medrano
51,143ac5cc-4710-4d34-8bc4-a71b301813c1,9fb8d4ef-702a-41be-931a-26f3cd2327b7,2020-08-14 13:23:49,skatepark,56895beb-9753-405b-bbdb-c95c2fa36bed,b'94v8rU2RQ78=',willis,rios,norman,henry
52,294c2f7d-3447-4d90-b45f-506e24bb1892,9fb8d4ef-702a-41be-931a-26f3cd2327b7,2020-10-26 15:00:24,cafeteria,874024b0-a701-4ea4-bc9c-c29f3718810f,b'LdKKj4HRNtOjWBJQuT1NvA==',kate,rivas,norman,henry
53,b670fc6b-4b49-4e2a-9ddd-051eb0f23094,f7dfa8e3-7457-4e8f-ad07-f9c12477b5cc,2020-09-03 10:05:34,cafeteria,5faa93e0-27ad-4fcf-9a55-8d7104fa7fbb,b'm/9cayZr0jIB5he2/2y4Nw==',paralee,huffman,earnest,briggs
54,e5b90a74-ae0d-407c-8e44-52420d9dacb1,f7dfa8e3-7457-4e8f-ad07-f9c12477b5cc,2020-09-25 09:07:38,bathroom,ce2b3725-7637-4ea8-9004-689995b5622c,b'h0pPxkJ0pmM8Cm5iPvd0EaRnlIMD7QSk',edgar,todd,earnest,briggs
55,b72da043-0573-4995-833a-8c4c6f5513ea,f7dfa8e3-7457-4e8f-ad07-f9c12477b5cc,2020-06-15 15:48:22,cafeteria,d42f3bdd-4238-4d6e-a92d-125e6c413b7b,b'UhLT/iEFlvX72RpCQNqHNNdFOYxB4G3hZaHE8B+OFi1X8t0/R9l9iX4ldliFBZWv',alfredo,nguyen,earnest,briggs
56,b670fc6b-4b49-4e2a-9ddd-051eb0f23094,34a9fe90-035b-4fb1-8522-8a70bcd6d458,2020-09-14 14:17:28,classroom,0d25af16-92e0-4f26-b709-1dc70f15ef4e,b'Gv3oQKiNbe3g7+YqYXchthEQZs0w8KXu',paralee,huffman,hezekiah,enriquez
57,968dcab2-204a-4e12-a839-1f6b5d875f67,34a9fe90-035b-4fb1-8522-8a70bcd6d458,2020-07-16 14:26:54,bathroom,1160a6fc-3469-45d1-ab38-5de258b64e30,b'CIa0BBpfQ3wlxCfsXtdjpagt5RJE9UReTJd1H0ceKBW5eGmGpJlE1g==',nina,haynes,hezekiah,enriquez
58,e8d8db08-9eb3-428c-b0e3-c2e64b583a60,9920c380-bf6a-4b86-b209-0cbc7c02822b,2020-04-01 14:51:42,classroom,6e66e5ff-23c1-4640-a6f1-7ffcf0a8bb9e,b'K0/YTmHa0cNHX1UegjHmODJskz29HC2a',reuben,moses,amelia,jacobs
59,477b1e8f-bf1b-4009-a537-b5b9e808b2fd,9920c380-bf6a-4b86-b209-0cbc7c02822b,2020-09-25 11:56:52,classroom,2ac2f598-dc2d-490b-9564-ca0ee1e88a2b,b'V0G17Y3hSgVzlcVuG1u4OQ==',joel,nguyen,amelia,jacobs
60,07c32029-f03c-4e5a-8a23-61acec38103e,e4736861-1ef3-4578-91b6-55cbb1322fd0,2020-03-18 14:47:18,hallway,adfccf25-9ad7-46a9-bfbb-6ea8a3a8c9de,b'Sl1Pk9TPC9EKHhJmUNueFQ==',lyman,lindsey,alford,silva
61,ff855526-a4a2-44c2-98d0-8d267424614d,e4736861-1ef3-4578-91b6-55cbb1322fd0,2020-09-11 11:02:12,cafeteria,029806fa-f67b-4afb-a6bb-5767e397f18d,b'dyUXUEHtSbNiUmjlLmpnxHOVxW4bW7g5',curtis,michael,alford,silva
62,cff73fe0-ccbe-483b-bb67-18546701a9ee,e4736861-1ef3-4578-91b6-55cbb1322fd0,2020-01-07 14:03:17,hallway,2b658c2c-ba7c-441b-b692-146a978f274f,b'jVezoYyEysGYyhugTyEckhpDMr22VOI2yaGF6VrHyyE=',estella,livingston,alford,silva
63,960bf443-c264-404c-a368-b137dd8c2238,3fb745df-7416-4a4f-b07f-ce5b7e70f4c7,2020-05-28 12:45:10,gym,9201e673-8d28-4dbc-9d5a-83093842640b,b'OAUBwjyucwkfYfHAojPNjXOVxW4bW7g5',gordon,walls,affie,carroll
64,bf235dc1-5b78-4bfe-afdb-4609a15a7de1,3fb745df-7416-4a4f-b07f-ce5b7e70f4c7,2020-07-10 15:42:48,gym,121ed8ca-e12b-45a6-b650-0a1cf7ad6ba3,b'GzAEpASRIfjn67h72RbweTryXHDx9ir0',hans,walls,affie,carroll
65,db903f85-472b-4b9a-9185-9c294f3e6829,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-09-22 13:13:37,cafeteria,a41a5ae1-0429-403c-a038-5a9933c3202d,b'fmeuP+Q4frHLVLidnj7uHIIsb70oMZU/JoMDsUjTkqMRDlDzt0YT28rvQ0E8niq+0ySaoCjmFYkMeOfGxE9ivaD+/SRXMfkK6kVnZzZKs+rSc3qX+oqugQ==',seward,alfaro,nell,hughes
66,80e5d7b8-7463-4c9c-9d41-542f0e192508,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-07-13 12:49:21,classroom,496223cf-a309-4e88-b911-fe57563615bb,b'4xQKSDl0lierMlRFNacqLnXzN4ebnRmK',kirk,harper,nell,hughes
67,bd45ec4c-5738-4353-9742-2ca9ff6b7634,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-03-23 16:01:56,computer_room,30812b18-f309-4db3-b9cb-f6f508bb40c7,b'UFDuMI0t5qDlXMaaLvfXzN2FG/ufX1WxUFDuMI0t5qDHa43pXyunX5b+Q/z1bxVH',lloyd,york,nell,hughes
68,4c42fac8-e35e-4fa2-9896-8e809dc0dfcb,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-05-13 16:14:41,cafeteria,c8848213-4f57-496d-9c70-6dc89ebaa0ad,b'DUC83gEUGg9ONl0oWXnUWg==',edmond,simpson,nell,hughes
69,9516efe7-cbbc-4837-b819-0efa97107611,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-05-09 10:15:36,classroom,64cfce6d-18b3-4648-9336-09a9f59df3c1,b'vlzAhKUqBm4=',marcellus,xiong,nell,hughes
70,fe02756d-cb54-4b7b-9069-e45f115286ff,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-08-12 09:19:37,classroom,4a42c4b0-1b33-45ba-9878-5fbc836e4ef1,b'SFV8ZrNAb7pHm9ttWVFL4Q==',katharina,benitez,nell,hughes
71,d3ad83c7-2f01-4d7d-b7c5-67f9210a70b3,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-09-18 11:10:30,cafeteria,4574c4fe-53e0-4743-aae5-650fc0d76b68,b'b7Ver0INGvFD1dHKF39rdw==',murray,ayala,nell,hughes
72,a5b08536-8281-4fa6-994b-933a89ed0e93,3a3b83e5-3a31-465a-86d0-f45c7c14e0c8,2020-10-05 12:17:36,classroom,e2216f71-2d02-49e4-adc5-b6d905a541dd,b'bcQtYRRHKzOc1niflgdGLyQoewsM+3Uj',duncan,palacios,nell,hughes
73,c86122a1-d05a-471e-999c-14c7cafa46fa,5416d8eb-949e-4705-8139-465d523ed510,2020-02-26 11:34:39,gym,16f0c3b9-b5f4-4e1a-a7f7-f38974b0bd99,b'U0Djb9B3EQejknqu7G/XVeQ8Qw3BWpJw',nettie,dejesus,sol,pearson
74,c77ea677-04fe-4605-a26b-7b6ec564fa48,5416d8eb-949e-4705-8139-465d523ed510,2020-03-16 10:19:26,hallway,a58e38e8-19f8-4955-8099-458208e41013,b'LlhM6eC0JI+PaHXHoZPGsA==',florian,johnson,sol,pearson
75,0f8c2a25-d2d9-40c1-9d70-6f8d63ace50f,5416d8eb-949e-4705-8139-465d523ed510,2020-10-06 15:49:30,cafeteria,91544b9d-e12e-4b9d-acfb-d82f600af2ef,b'xk69zXqNNWa1xcSSCVVJthESAj0F+QBdc5XFbhtbuDk=',annetta,yates,sol,pearson
76,559fda11-ad99-4547-b4f8-72a593ed8452,5416d8eb-949e-4705-8139-465d523ed510,2020-01-10 14:24:10,classroom,32242596-15de-4811-a6f6-5ce8e0ae2ae0,b'K+80oACSGxCAnaBV3SetjQ==',ferd,vaughn,sol,pearson
77,f2c2b75b-2cca-49c9-a49f-f57abbbb0279,34dcd6a3-1e6c-4260-9f98-9bf5bd04b367,2020-01-14 12:10:21,corridor,d29a849e-492e-4985-b92d-7813fed99178,b'TmcF2XiwJG69CM3OmwKS8JnuR7POs5yfSPBRmbUGkcepO5HP8wqy0A==',willard,gross,claudia,cooper
78,f2c2b75b-2cca-49c9-a49f-f57abbbb0279,2a1dc31f-716b-4901-b0e7-5c13d5dfd527,2020-02-17 15:12:05,corridor,a10539d6-4b18-4a3b-a7bf-6097df2fcf17,b'BttKHrUbsj/ISocAGog3MjTzlFNMenIYwznAZ9RHfM8oRKemQqJ54Q==',willard,gross,junior,tran
79,f2c2b75b-2cca-49c9-a49f-f57abbbb0279,a439d018-3af2-4a87-9ee1-71d4c5b8f97d,2020-10-01 09:38:56,classroom,f795bf4b-d83f-4015-8ee5-5ccd2a283283,b'Gv3oQKiNbe3g7+YqYXchthEQZs0w8KXu',willard,gross,frona,mayo
80,473f24f1-68d3-4dee-8059-b8735e56d01f,b60d0c9f-09ce-4b51-b76b-3e504654cd3b,2020-06-09 15:42:32,classroom,ffc35630-e80c-4284-9b69-cf41bc953219,b'uqbgLPTIqJKfZbdAaa45JGhbvuDePnO7SvXHKzeh17tnd4y43ml1eh0I24G1mFr/ihVItGE7iaq8wCABR1nQ2H0KjdR9Wj8JVMr682gWF6cMIXUGEQdWM96RC+2XdVXbHLeGNFLxi+7zUv85iMxQ6Zbgu8hcqbq9pMB7wVhZTBXX1n39kXrwU7iJaj0ZZPCDnU4/TprlSYwEcuLRDNb4VJVVqoOVx9OoQv2PaxNHE/rThmhUkq58CZcQpAaWg3pQBt6LS/miNPqK3nuLccsx8ClLcKPSXwQMYPMj55tvzktkWaqIEvO4U6bS6gytMPdicMVhACSiwV0tkdh3QIIbIJOpzhLtmyIV',edmond,mccormick,glenn,case
81,42723c59-d5de-4772-b875-2563252a8177,b60d0c9f-09ce-4b51-b76b-3e504654cd3b,2020-01-15 15:10:47,library,1260994a-5368-421d-8b62-6e1bf17351c5,b'nAagAVu1HL9Uk0L68btXGA==',alex,herring,glenn,case
82,da203307-74a8-4319-acff-a2f18d02328c,b60d0c9f-09ce-4b51-b76b-3e504654cd3b,2020-02-29 09:02:00,cafeteria,5ca1c7a3-3d4c-48e8-9104-0ffdf7d77532,b'u6uP/YkWbKCruVmogYRgwLSWYP4Ldq8X',aurilla,hopkins,glenn,case
83,9924cec6-ae84-437d-ab2a-d4c040a59a58,b60d0c9f-09ce-4b51-b76b-3e504654cd3b,2020-01-28 16:28:26,hallway,a145dfd2-6d60-46f8-bb3d-fff92aef3516,b'YXUQ9K06K675uelERDvdaIWyoONUB20q59tJQlRVBwk=',lulu,peters,glenn,case
84,473f24f1-68d3-4dee-8059-b8735e56d01f,0df96573-6246-46c0-8c0a-4644d5c396cf,2020-06-12 10:14:15,classroom,55612d61-c34c-4f78-aab4-56487acc8eaf,b'K7cnfLWqsDhJ+fnHLGBfS2mgtVkYn5IIMkt5Nl1LsYA=',edmond,mccormick,elizah,chase
85,dbd9869b-da0c-44f4-8a71-b10221cea4a2,0df96573-6246-46c0-8c0a-4644d5c396cf,2020-11-02 11:37:46,bathroom,869a5905-1145-435e-a86b-f8daec099af7,b'lR4S13LVWDRs99lNdjFRZQ==',lucian,grimes,elizah,chase
86,616a34d8-9533-447e-be99-7e4c71bec482,0df96573-6246-46c0-8c0a-4644d5c396cf,2020-03-28 09:18:49,hallway,554eb923-52a8-4ad4-afcb-0bd35f9fd3d6,b'329auD5rmCY=',jeff,leal,elizah,chase
87,8de3d703-d19f-4560-ae22-26bd30a95e53,0df96573-6246-46c0-8c0a-4644d5c396cf,2020-05-11 14:36:28,classroom,c92e2048-fab4-4627-9592-90340061a6ae,b'dq9o6FNc5CXLVkJLJ9GJtPefTrHXv4j+',dan,shah,elizah,chase
